,cmte_id,amndt_ind,rpt_tp,transaction_pgi,transaction_tp,entity_tp,city,state,zip_code,employer,occupation,transaction_dt,transaction_amt,file_num
1526996,C00431171,A,M6,P,15,IND,RESTON,VA,20191,missing,retired,2012-05-18,5.521460917862246,944813.0
2601228,C00495358,A,Q3,G,15,IND,ALEXANDRIA,VA,22301.0,missing,retired,2012-09-14,5.991464547107982,859614.0
2414529,C00505354,A,Q2,G,15,IND,FRESNO,CA,93711.0,missing,retired,2012-06-22,6.214608098422191,845676.0
2427173,C00401224,N,M9,Desconhecido,24T,IND,CORVALLIS,OR,nan,retired,retired,2012-08-02,5.298317366548036,811524.0
308467,C00411587,A,Q2,P,15,IND,OWINGS MILLS,MD,21117.0,missing,retired,2011-04-12,6.907755278982137,738319.0
812269,C00460899,N,YE,P,15,IND,NEW CASTLE,DE,19720.0,missing,retired,2011-12-19,7.313220387090301,763161.0
167925,C00193433,N,M12,Desconhecido,15,IND,GARDNERVILLE,NV,89410.0,retired,retired,2011-11-01,5.857933154483459,754653.0
2756732,C00264697,A,Q1,P,15,IND,WASHINGTON,DC,20004.0,missing,retired,2012-03-05,6.907755278982137,780650.0
3091434,C00518282,A,30G,P,15,IND,CLOVIS,NM,88101.0,missing,retired,2012-11-01,5.521460917862246,890355.0
2397371,C00401224,N,M9,Desconhecido,24T,IND,SANTA BARBARA,CA,93109.0,missing,retired,2012-08-31,5.298317366548036,811524.0
2385652,C00326801,A,12P,P,15,IND,CHESTERFIELD,MO,63017.0,missing,retired,2012-07-13,5.298317366548036,807337.0
698942,C00494740,A,Q2,P,15,IND,WASHINGTON,DC,20009.0,missing,retired,2011-05-09,7.824046010856292,748092.0
1619270,C00431445,A,M10,G,15,IND,PORTLAND,OR,97210.0,missing,retired,2012-09-30,6.214608098422191,897086.0
2237106,C00301838,N,Q2,G,15,IND,ARLINGTON,VA,22204.0,missing,retired,2012-04-24,5.521460917862246,795764.0
2522027,C00042366,A,YE,Desconhecido,22Y,IND,DIAMONDHEAD,MS,39525.0,missing,retired,2012-12-18,2.302585092994046,858761.0
1312234,C00508580,A,Q3,G,15E,IND,CHAPEL HILL,NC,27514.0,missing,retired,2012-08-03,5.521460917862246,834597.0
1310725,C00344051,A,Q3,G,15,IND,JACKSONVILLE,FL,32207.0,missing,retired,2012-08-31,7.824046010856292,833969.0
1576397,C00431445,A,M10,G,15,IND,SILVER SPRING,MD,20910.0,missing,retired,2012-09-13,5.703782474656201,897086.0
54965,C00010470,N,M6,Desconhecido,15,IND,THE WOODLANDS,TX,77380.0,missing,retired,2011-05-31,6.396929655216146,731887.0
945379,C00000935,A,M10,Desconhecido,15,IND,WASHINGTON,DC,20001.0,missing,retired,2011-09-21,7.824046010856292,781466.0
2080530,C00494740,A,M10,P,15,IND,SAN LEANDRO,CA,94578.0,missing,retired,2012-09-21,5.521460917862246,870880.0
570620,C00458315,A,Q2,P,15,IND,MARION,KS,66861.0,missing,retired,2011-05-27,5.521460917862246,738773.0
1995192,C00502229,A,Q1,P,15,IND,ALVIN,TX,77511.0,missing,retired,2012-03-21,6.907755278982137,991725.0
2274716,C00468405,N,Q2,P,15,IND,MIDDLEBURG,VA,20118.0,missing,retired,2012-06-04,5.521460917862246,796642.0
1967598,C00518282,A,12G,P,15,IND,VILLANOVA,PA,19085.0,missing,retired,2012-10-12,7.313220387090301,894334.0
2514606,C00417550,A,12G,G,15,IND,SYRACUSE,NY,13202.0,missing,retired,2012-10-10,6.214608098422191,853976.0
784577,C00083279,N,YE,Desconhecido,15,IND,CHINO HILLS,CA,91709.0,missing,retired,2011-12-02,5.420534999272286,763597.0
2649904,C00431056,A,Q2,G,15,IND,WILKES BARRE,PA,18702.0,missing,retired,2012-06-30,6.214608098422191,868992.0
41454,C00255752,A,M2,Desconhecido,15,IND,LINCOLN,NE,68516.0,missing,retired,2011-01-23,5.521460917862246,732781.0
3122047,C00518282,A,Q3,P,15,IND,SUNNYVALE,CA,94089,missing,retired,2012-07-10,10.819778284410283,889722.0
45221,C00030718,N,M5,Desconhecido,15,IND,WEST HARTFORD,CT,6107.0,missing,retired,2011-03-18,5.703782474656201,728781.0
993866,C00459099,N,Q1,P,15,IND,SEATTLE,WA,98102.0,missing,retired,2012-03-25,5.521460917862246,776600.0
171656,C00501254,A,Q3,P,15,IND,DALLAS,TX,75225.0,missing,retired,2011-09-30,5.521460917862246,783440.0
426766,C00431445,A,Q2,P,15,IND,PASADENA,CA,91107.0,missing,retired,2011-06-12,6.907755278982137,896673.0
902481,C00500538,N,YE,P,15C,IND,FAIRFAX,VA,22030.0,missing,retired,2011-11-30,5.298317366548036,765598.0
1791097,C00003418,A,30G,Desconhecido,15,IND,NASHVILLE,TN,37205.0,missing,retired,2012-11-05,7.600902459542082,872153.0
1039498,C00504753,N,Q1,Desconhecido,15,IND,WASHINGTON,DC,20037.0,missing,retired,2012-02-08,6.214608098422191,776043.0
2632064,C00472712,A,Q3,G,15,IND,GULFPORT,MS,39503.0,missing,retired,2012-09-10,7.824046010856292,867123.0
2388910,C00326801,A,Q2,P,15,IND,OLYMPIA,WA,98506.0,retired,retired,2012-05-30,5.298317366548036,802139.0
1897583,C00431445,A,M2,P,15,IND,WOODBRIDGE,VA,22192,missing,retired,2012-01-23,5.298317366548036,896750.0
1138232,C00089136,N,M7,Desconhecido,15,IND,RICHMOND,VA,23238.0,missing,retired,2012-06-09,5.337538079701318,799292.0
1190622,C00514232,N,Q2,G,15,IND,MOREHEAD,KY,40351.0,missing,retired,2012-05-17,6.214608098422191,797478.0
1053637,C00401224,N,M4,Desconhecido,24T,IND,DORENA,OR,97434.0,missing,retired,2012-03-31,5.298317366548036,778552.0
1412023,C00010603,A,12G,Desconhecido,15,IND,CARLETON,MI,48117,missing,retired,2012-10-12,6.214608098422191,838172.0
671284,C00001198,A,M10,Desconhecido,15,IND,CHICAGO,IL,60606.0,missing,retired,2011-09-30,8.517193191416238,751629.0
59543,C00193433,N,M6,Desconhecido,15,IND,ZIONSVILLE,IN,46077.0,missing,retired,2011-05-03,5.298317366548036,731679.0
334792,C00494740,A,YE,P,15,IND,LOS ANGELES,CA,90043.0,missing,retired,2011-12-02,5.521460917862246,782991.0
3272371,C00431171,A,M9,G,15,IND,CENTENNIAL,CO,80122.0,missing,retired,2012-08-31,5.298317366548036,896743.0
1183301,C00266932,N,Q2,P,15,IND,DAYTONA BEACH,FL,32120.0,missing,retired,2012-04-19,5.521460917862246,802776.0
950684,C00264564,A,Q1,P,15,IND,PATERSON,NJ,7514.0,missing,retired,2011-03-25,6.907755278982137,726599.0
1905144,C00431445,A,M3,P,15,IND,CORTEZ,FL,342152530.0,missing,retired,2012-02-11,6.214608098422191,896754.0
1573480,C00431445,A,M6,P,15,IND,LONG BEACH,CA,90814.0,missing,retired,2012-05-28,5.298317366548036,896893.0
148548,C00409581,N,Q3,P,15,IND,WHEELING,WV,26003.0,missing,retired,2011-07-26,7.090076835776092,751173.0
2094848,C00494740,A,M10,P,15,IND,MAZOMANIE,WI,53560.0,missing,retired,2012-09-10,6.298949246855942,870880.0
2049878,C00431445,A,12G,G,22Y,IND,SUGAR LAND,TX,77498.0,missing,retired,2012-10-11,4.605170185988092,897092.0
614199,C00413393,N,Q2,P,15,IND,HIXSON,TN,37343.0,missing,retired,2011-04-18,6.214608098422191,736190.0
2793604,C00494740,A,M5,P,15,IND,POTOMAC,MD,20854.0,missing,retired,2012-04-11,6.907755278982137,809371.0
2584990,C00003418,A,M9,Desconhecido,15,IND,DARIEN,CT,6820.0,missing,retired,2012-08-31,7.824046010856292,853945.0
2791596,C00040998,N,M8,Desconhecido,15,IND,MYRTLE BEACH,SC,29579.0,missing,retired,2012-07-18,6.214608098422191,805959.0
2441371,C00401224,N,M9,Desconhecido,24T,IND,MIAMI BEACH,FL,33139.0,missing,retired,2012-08-09,5.521460917862246,811524.0
2371911,C00265322,A,Q2,P,15,IND,WASHINGTON,NJ,7882.0,missing,retired,2012-04-11,5.298317366548036,811807.0
70409,C00213066,A,M4,Desconhecido,15,IND,INDIANAPOLIS,IN,46204,missing,retired,2011-03-01,8.517193191416238,731419.0
2731410,C00306449,N,M6,Desconhecido,15,IND,SAINT PAUL,MN,55113.0,missing,retired,2012-05-11,6.282266746896006,790081.0
2032621,C00431445,A,M9,P,15,IND,CHEVY CHASE,MD,20815.0,missing,retired,2012-08-06,5.521460917862246,897073.0
1895482,C00431445,A,M2,P,15,IND,WATSONVILLE,CA,95076,missing,retired,2012-01-26,5.356586274672012,896750.0
594291,C00496497,N,Q2,P,15,IND,NORTH PORT,FL,34286.0,missing,retired,2011-04-21,5.298317366548036,736038.0
2018326,C00431445,A,12G,G,15,IND,NISKAYUNA,NY,12309.0,missing,retired,2012-10-11,5.521460917862246,897092.0
1313327,C00493015,N,Q3,G,15,IND,MISSOULA,MT,59803.0,missing,retired,2012-09-14,6.396929655216146,834403.0
2862892,C00320457,N,Q3,G,15,IND,WASHINGTON,DC,20007.0,missing,retired,2012-09-24,6.907755278982137,817440.0
1119419,C00484535,A,M4,Desconhecido,24T,IND,SANTA ANA,CA,92706.0,missing,retired,2012-03-27,6.907755278982137,785508.0
163693,C00498121,A,Q3,P,15,IND,FORT WORTH,TX,76107.0,missing,retired,2011-08-24,5.521460917862246,756186.0
3202147,C00431171,A,M7,P,15,IND,NAPLES,FL,34108.0,missing,retired,2012-06-12,5.521460917862246,896735.0
1181102,C00496497,N,M7,Desconhecido,22Y,IND,FLOWER MOUND,TX,75022.0,missing,retired,2012-06-13,7.824046010856292,800152.0
59055,C00100404,N,M6,Desconhecido,15,IND,HELENA,OK,73741.0,missing,retired,2011-05-11,5.298317366548036,731649.0
2492629,C00494930,N,30G,G,15,IND,HOUSTON,TX,77006.0,missing,retired,2012-11-01,7.313220387090301,848363.0
2565878,C00431445,A,M8,P,15,IND,SAINT LOUIS,MO,63105.0,missing,retired,2012-07-31,6.214608098422191,896964.0
11959,C00024968,N,M2,Desconhecido,15,IND,GUNTERSVILLE,AL,35976,missing,retired,2011-01-24,5.521460917862246,713643.0
2409327,C00467571,A,Q3,G,15,IND,LEXINGTON,KY,40515.0,missing,retired,2012-07-27,5.521460917862246,846496.0
860569,C00376665,N,YE,P,15,IND,GALLATIN,TN,37066.0,missing,retired,2011-12-06,6.214608098422191,760438.0
1204328,C00401224,N,M7,Desconhecido,24T,IND,TALLAHASSEE,FL,32314.0,missing,retired,2012-06-30,6.214608098422191,798883.0
253537,C00496315,A,Q2,P,15,IND,WARRENTON,VA,20187.0,missing,retired,2011-05-18,5.521460917862246,768238.0
2261737,C00484287,N,Q2,Desconhecido,10,PAC,PITTSBURGH,PA,15222.0,missing,retired,2012-05-31,13.122363377404328,796785.0
1721757,C00493288,A,12G,G,15,IND,REMINGTON,IN,47977,missing,retired,2012-10-09,6.907755278982137,842685.0
1671602,C00431171,A,M5,P,15,IND,NEW ROADS,LA,70760.0,missing,retired,2012-04-25,5.521460917862246,944275.0
633596,C00346312,N,Q2,P,15,IND,RYE BROOK,NY,10573.0,missing,retired,2011-04-08,6.907755278982137,740376.0
587107,C00279851,N,Q2,P,15,IND,WOODBRIDGE,VA,22192.0,missing,retired,2011-04-08,6.214608098422191,735501.0
3095441,C00518282,A,Q2,P,15,IND,CARTHAGE,TN,37030.0,missing,retired,2012-06-18,10.819778284410283,889719.0
2044080,C00431445,A,M9,P,15,IND,HIGHLAND PARK,IL,60035.0,missing,retired,2012-08-12,7.824046010856292,897073.0
887890,C00496497,N,YE,P,15,IND,JIM FALLS,WI,54748.0,missing,retired,2011-12-07,5.521460917862246,762965.0
301100,C00440362,N,YE,P,15,IND,CHRISTOPHER,IL,62822.0,missing,retired,2011-10-17,5.703782474656201,768035.0
2706968,C00498600,N,12P,P,15,IND,COLORADO SPRINGS,CO,80906.0,missing,retired,2012-04-26,5.703782474656201,790170.0
636621,C00313247,N,Q2,P,15,IND,HUNTSVILLE,AL,35801.0,missing,retired,2011-06-27,7.824046010856292,736310.0
3082857,C00518282,A,Q2,P,15,IND,GREENWICH,CT,6831.0,missing,retired,2012-05-08,7.824046010856292,889719.0
2270470,C00445015,A,Q1,G,15,IND,SHREVEPORT,LA,71106.0,missing,retired,2012-02-29,7.824046010856292,793602.0
3271001,C00431171,A,30G,G,15,IND,FLORHAM PARK,NJ,7932.0,missing,retired,2012-10-19,5.521460917862246,933479.0
838660,C00495820,A,YE,P,15,IND,ESCANABA,MI,49829.0,missing,retired,2011-12-06,5.303304908059076,779227.0
1185345,C00505255,N,Q2,P,15,IND,AUGUSTA,GA,30907.0,missing,retired,2012-06-29,7.824046010856292,797239.0
1630832,C00431445,A,M10,G,15,IND,SAN FRANCISCO,CA,94122.0,missing,retired,2012-09-21,6.214608098422191,897086.0
1395387,C00401224,N,12G,G,24T,IND,NEW YORK,NY,10006.0,missing,retired,2012-10-16,5.521460917862246,824988.0
1510624,C00003418,A,M10,Desconhecido,15,IND,GROSSE POINTE WOOD,MI,48236,missing,retired,2012-09-04,5.521460917862246,867750.0
1502325,C00003418,A,12G,Desconhecido,15,IND,CHICAGO,IL,60610.0,missing,retired,2012-10-17,7.600902459542082,867755.0
1217485,C00003418,A,M4,Desconhecido,15,IND,AUSTIN,TX,78737.0,missing,retired,2012-03-16,5.420534999272286,804118.0
3060029,C00518282,A,30G,P,15,IND,WOODBRIDGE,VA,22192.0,missing,retired,2012-10-30,5.703782474656201,890355.0
989661,C00503714,N,Q1,C,15,IND,STAMFORD,CT,6905.0,missing,retired,2012-02-08,6.907755278982137,776278.0
2642060,C00415331,A,12P,P,15,IND,CHALFONT,PA,18914.0,missing,retired,2012-05-29,7.600902459542082,868538.0
1022234,C00495135,N,Q1,P,15E,IND,DANA POINT,CA,92629.0,missing,retired,2012-03-31,5.521460917862246,778352.0
2958431,C00042366,A,M9,Desconhecido,15,IND,RANCHO MIRAGE,CA,92270.0,missing,retired,2012-08-31,6.214608098422191,812753.0
1416896,C00455378,N,30G,Desconhecido,15,IND,WAYNE,NJ,07470,missing,retired,2012-10-31,5.521460917862246,839955.0
1385994,C00494740,N,30G,G,15,IND,SANTA BARBARA,CA,93108.0,missing,retired,2012-11-03,6.907755278982137,839903.0
369908,C00003418,A,M4,Desconhecido,15,IND,BROOKFIELD,WI,53005.0,missing,retired,2011-03-07,5.703782474656201,772251.0
3112924,C00518282,A,Q3,P,15,IND,GROSSE POINTE,MI,48230,missing,retired,2012-07-24,6.907755278982137,889722.0
1862381,C00431445,A,M5,P,15,IND,PHILADELPHIA,PA,19143.0,missing,retired,2012-04-01,6.887552571664617,896848.0
259050,C00505065,N,YE,P,15,IND,POTOMAC,MD,20854.0,missing,retired,2011-12-08,6.907755278982137,762121.0
3156312,C00431171,A,12G,G,15,IND,HOUSTON,TX,77024.0,missing,retired,2012-10-06,5.521460917862246,933475.0
2665569,C00496497,N,M2,P,15,IND,HIGHLAND BEACH,FL,33487.0,information requested per best efforts,retired,2012-01-31,6.684611727667927,767151.0
3076799,C00518282,A,Q2,P,15,IND,PURCHASE,NY,10577.0,missing,retired,2012-04-23,10.819778284410283,889719.0
2974014,C00492462,N,30G,G,15,IND,NEWINGTON,VA,22122.0,missing,retired,2012-10-22,6.214608098422191,848070.0
254375,C00393652,A,Q3,P,15,IND,SOUTH BEND,IN,46619.0,retired,retired,2011-07-11,7.824046010856292,751222.0
1354753,C00010603,A,M8,Desconhecido,15,IND,ANNA MARIA,FL,34216.0,missing,retired,2012-07-27,5.298317366548036,838148.0
3309980,C00431171,A,30G,G,15,IND,PLAINFIELD,IN,46168.0,missing,retired,2012-10-31,5.298317366548036,933479.0
2960685,C00042366,A,M9,Desconhecido,15,IND,DALLAS,TX,75234.0,missing,retired,2012-08-31,5.703782474656201,812753.0
2295735,C00510065,N,12P,P,15,IND,NEW YORK,NY,10024.0,missing,retired,2012-08-09,5.521460917862246,807762.0
986150,C00497115,N,12P,P,15,IND,EXPORT,PA,15632.0,missing,retired,2012-03-19,6.214608098422191,775782.0
1107125,C00401190,N,Q1,P,15,IND,BENTONVILLE,AR,72712.0,missing,retired,2012-03-12,5.521460917862246,777239.0
3045567,C00148999,A,Q3,P,15,IND,SPRINGFIELD,IL,62704.0,missing,retired,2012-08-31,5.521460917862246,832895.0
186818,C00431445,A,Q3,P,15,IND,SEATTLE,WA,98122.0,missing,retired,2011-09-28,5.521460917862246,756218.0
3199435,C00431171,A,M7,P,15,IND,CLAYTON,MO,63105.0,missing,retired,2012-06-29,7.824046010856292,896735.0
1467669,C00000935,A,M7,Desconhecido,15E,IND,MENLO PARK,CA,94025.0,retired,retired,2012-06-24,6.214608098422191,862548.0
1185637,C00500462,A,12P,P,15,IND,KENTFIELD,CA,94904.0,missing,retired,2012-05-16,7.824046010856292,797246.0
1897166,C00431445,A,M2,P,22Y,IND,RYE,NY,10580,missing,retired,2012-01-21,6.214608098422191,896750.0
1161701,C00512707,A,Q1,P,15,IND,MARION,IN,46952.0,missing,retired,2012-02-22,5.521460917862246,802220.0
2192593,C00035600,N,M3,P,15,IND,DES MOINES,IA,50321.0,missing,retired,2012-02-29,9.210340371976184,771753.0
2668517,C00496497,N,M2,P,15,IND,SNOQUALMIE,WA,98065.0,missing,retired,2012-01-23,5.521460917862246,767151.0
2944974,C00461061,A,30G,G,15E,IND,OAKLAND,CA,94610,missing,retired,2012-11-01,5.521460917862246,848919.0
804176,C00213611,N,YE,P,15,IND,ROCHESTER,NY,14605.0,missing,retired,2011-11-23,5.521460917862246,763901.0
2020457,C00431445,A,M9,P,15,IND,WEST SACRAMENTO,CA,95691.0,missing,retired,2012-08-30,6.907755278982137,897073.0
2885620,C00435099,N,12G,G,15,IND,DARIEN,CT,06820,missing,retired,2012-10-11,6.907755278982137,828229.0
1333737,C00369686,A,12P,P,15,IND,TAMUNING,GU,96931.0,missing,retired,2012-07-05,6.214608098422191,831071.0
1614151,C00431445,A,M10,G,15,IND,CHANDLER,AZ,85224.0,missing,retired,2012-09-13,5.298317366548036,897086.0
858571,C00444471,N,YE,P,15,IND,PINEY FLATS,TN,37686.0,missing,retired,2011-12-06,7.824046010856292,763768.0
959712,C00497511,A,Q3,P,15,IND,DARIEN,CT,6820.0,missing,retired,2011-08-08,5.298317366548036,812393.0
1346716,C00505552,A,30G,G,15,IND,CARRINGTON,ND,58421.0,missing,retired,2012-10-29,5.298317366548036,857344.0
650041,C00410118,N,Q2,P,15,IND,BRONX,NY,10475.0,missing,retired,2011-06-24,5.393627546352362,736166.0
1050584,C00401224,N,M4,Desconhecido,24T,IND,EVANSTON,IL,60202.0,missing,retired,2012-03-12,6.907755278982137,778552.0
1424571,C00494203,N,30G,G,15,IND,ROXBURY,CT,06783,missing,retired,2012-11-01,7.718685495198466,840708.0
486207,C00467233,A,Q2,P,15,IND,SOMERVILLE,MA,2144.0,missing,retired,2011-05-13,5.298317366548036,742914.0
1892984,C00431445,A,M2,P,15,IND,LEXINGTON,MA,02420,missing,retired,2012-01-28,5.521460917862246,896750.0
2949469,C00464602,A,Q3,G,15,IND,RICHLAND,MO,65556.0,retired,retired,2012-09-25,5.521460917862246,846697.0
69851,C00012245,N,M6,Desconhecido,15,IND,NEW YORK,NY,10019,missing,retired,2011-05-13,6.030685260261263,731803.0
868785,C00494740,A,Q3,P,15,IND,ASPEN,CO,81611.0,missing,retired,2011-07-18,6.907755278982137,762332.0
58145,C00117861,N,M5,Desconhecido,15,IND,DALLAS,TX,75201.0,missing,retired,2011-04-29,5.583496308781699,728037.0
971053,C00495358,A,Q2,P,15,IND,BOSTON,MA,2116.0,missing,retired,2011-06-30,7.824046010856292,830545.0
806923,C00494930,A,YE,P,15,IND,YOUNGSTOWN,OH,44515.0,missing,retired,2011-11-23,6.214608098422191,767558.0
1743969,C00027466,A,M7,Desconhecido,15,IND,SAINT MATTHEWS,SC,29135,missing,retired,2012-06-29,5.521460917862246,805032.0
1902444,C00431445,A,30G,P,22Y,IND,PARKER,CO,80134.0,missing,retired,2012-11-14,3.5553480614894135,876050.0
551043,C00195628,N,Q1,P,15,IND,DURHAM,NC,27707.0,missing,retired,2011-03-28,6.214608098422191,723973.0
1585462,C00431445,A,M10,G,15,IND,NEW YORK,NY,10025.0,missing,retired,2012-09-21,7.824046010856292,897086.0
1791715,C00003418,A,30G,Desconhecido,15,IND,THE WOODLANDS,TX,77389.0,missing,retired,2012-11-07,5.521460917862246,872153.0
869545,C00494740,A,Q3,P,15,IND,PIEDMONT,CA,94611.0,missing,retired,2011-09-07,6.907755278982137,762332.0
113798,C00075820,A,M5,Desconhecido,15,IND,MONTGOMERY,AL,36123.0,missing,retired,2011-04-13,6.907755278982137,744169.0
466897,C00431171,A,YE,P,15,IND,RIDGEFIELD,CT,6877.0,missing,retired,2011-11-21,7.824046010856292,896726.0
11351,C00478354,N,Q1,Desconhecido,15,IND,TULSA,OK,74146,missing,retired,2011-02-22,10.819778284410283,723526.0
1943661,C00431171,A,M4,P,15,IND,POTOMAC,MD,20854.0,missing,retired,2012-03-28,6.907755278982137,896732.0
2067002,C00431445,A,12G,G,15,IND,WASHINGTON,DC,20016.0,missing,retired,2012-10-17,5.521460917862246,897092.0
2976393,C00028787,A,30G,Desconhecido,15,IND,MANSFIELD,AR,72944.0,missing,retired,2012-11-07,6.173786103901937,846420.0
2281316,C00236489,A,M3,Desconhecido,15,IND,WICHITA,KS,67220.0,missing,retired,2012-02-21,8.517193191416238,791297.0
1776111,C00010603,A,M9,Desconhecido,15,IND,GRANTS PASS,OR,97527.0,missing,retired,2012-08-23,5.298317366548036,869994.0
812578,C00500470,N,YE,P,15,IND,WASHINGTON,DC,20515.0,missing,retired,2011-12-31,7.3777589082278725,763170.0
34287,C00420083,N,Q1,P,15,IND,AUSTIN,TX,78759.0,missing,retired,2011-02-07,6.214608098422191,730188.0
684231,C00289603,A,Q3,P,15,IND,LOS GATOS,CA,95032.0,missing,retired,2011-08-09,6.907755278982137,749710.0
2324492,C00521369,N,Q3,Desconhecido,15,IND,ROSLYN,NY,11576.0,missing,retired,2012-07-30,5.521460917862246,815648.0
3035961,C00444620,A,Q2,G,15,IND,HUNTINGDON,PA,16652.0,missing,retired,2012-06-25,6.907755278982137,853471.0
1698976,C00431171,A,M8,P,15,IND,NEEDHAM,MA,2492.0,missing,retired,2012-07-16,5.521460917862246,944286.0
2844870,C00401224,N,M8,Desconhecido,24T,IND,ST. LOUIS,MO,63105,missing,retired,2012-07-18,7.824046010856292,804867.0
332385,C00494740,A,YE,P,15,IND,CHICAGO,IL,60640.0,missing,retired,2011-11-25,5.438079308923196,782991.0
3307394,C00431171,A,M10,G,15,IND,BATON ROUGE,LA,70810.0,missing,retired,2012-09-29,5.521460917862246,944828.0
235303,C00422410,A,Q3,P,15,IND,CHICAGO,IL,60629.0,missing,retired,2011-07-14,6.907755278982137,760027.0
724361,C00379180,N,Q3,Desconhecido,15,IND,MIAMI,FL,33178.0,missing,retired,2011-07-28,6.907755278982137,747783.0
411971,C00003418,A,M10,Desconhecido,15,IND,OMAHA,NE,68102.0,requested,retired,2011-09-28,5.393627546352362,777064.0
2190634,C00464107,N,30S,S,15,IND,TROUTDALE,OR,97060.0,information requested,retired,2012-01-22,7.600902459542082,768621.0
516636,C00431171,A,Q3,P,15,IND,COCKEYSVILLE,MD,21030.0,missing,retired,2011-08-12,6.214608098422191,933464.0
3015691,C00494740,A,M9,P,15,IND,ALEXANDRIA,VA,22301.0,missing,retired,2012-08-20,5.68697535633982,854751.0
2162367,C00248716,N,M2,Desconhecido,15,IND,NEW RIVER,AZ,85087.0,missing,retired,2012-01-10,5.521460917862246,767032.0
2627469,C00341396,A,Q3,Desconhecido,15,IND,EASTSOUND,WA,98245.0,missing,retired,2012-09-10,5.703782474656201,858942.0
989882,C00472159,N,Q1,P,15,IND,SEATTLE,WA,98109.0,missing,retired,2012-03-11,6.907755278982137,776283.0
2793644,C00494740,A,M5,P,15,IND,SPRINGFIELD,VA,22153.0,missing,retired,2012-04-16,5.521460917862246,809371.0
2681990,C00110338,N,M4,Desconhecido,15,IND,DILWORTH,MN,56529.0,missing,retired,2012-03-30,6.222576268071369,773789.0
295219,C00422410,A,YE,P,15,IND,MINNEAPOLIS,MN,55449.0,missing,retired,2011-10-18,5.521460917862246,802462.0
263669,C00498667,A,Q3,P,15,ORG,CAMBRIDGE,MA,2138.0,missing,retired,2011-09-11,7.282761179605593,778570.0
1608580,C00431445,A,M10,G,15,IND,ATLANTA,GA,30306.0,missing,retired,2012-09-17,6.907755278982137,897086.0
2105780,C00494740,A,M10,P,15,IND,HUNTSVILLE,AL,35806.0,missing,retired,2012-09-04,5.298317366548036,870880.0
2755039,C00497214,A,Q1,P,15,IND,BELLEVUE,WA,98004.0,missing,retired,2012-02-24,5.521460917862246,781275.0
2315095,C00193433,N,M10,Desconhecido,15,IND,W CARROLLTON,OH,45449.0,missing,retired,2012-09-07,5.521460917862246,815234.0
2792142,C00494740,A,M5,P,15,IND,BELLEVUE,WA,98004.0,missing,retired,2012-04-19,10.485703172388792,809371.0
